Sr. No.,id,name,host_is_superhost,neighbourhood,latitude,longitude,price in USD,guests_included,Region
4175,21309142,"Small House in Dolores Heights, great views",t,The Castro,37.75645,-122.42899,175.00 ,1,Western Addition
4176,21310005,Sunny Ensuite Bed & Bath w/ Private Entry,t,Mission District,37.76607,-122.42527,140.00 ,1,Southern
4177,21311875,Bright/Spacious 1x1 in Mission District!,f,Mission District,37.76432,-122.41812,100.00 ,1,Southern
4178,21312569,Home in the Hills,t,Bernal Heights,37.74064,-122.41598,250.00 ,4,Southern
4179,21313432,Large room in Charming Mission apartment,f,Mission District,37.75239,-122.41323,120.00 ,1,Southern
4180,21313591,Private 1BR/1BA. Spacious. Clean. 1 Gig Internet,f,Richmond District,37.7762,-122.49565,150.00 ,1,Outside Lands
4181,21322334,2 Bedroom with Views close to Mission/ Bernal Hts,t,Excelsior,37.72863,-122.4246,150.00 ,1,Southern
4182,21326940,"Spacious Room near SF Zoo, Ocean Beach & SFSU Rm 3",f,Lakeshore,37.73203,-122.49797,70.00 ,2,Outside Lands
4183,21327347,★New Modern 1BR apt 1 min Walk to Golden Gate Park,t,Outer Sunset,37.76376,-122.48751,139.00 ,1,Southern
4184,21327857,Bay Views Top Floor Suite in Potrero Hill,t,Potrero Hill,37.75943,-122.39267,154.00 ,2,Southern
4185,21327908,Beautiful Victorian Suite in the Heart of the City,t,Lower Haight,37.77287,-122.43666,150.00 ,1,Western Addition
4186,21343847,"A Room in a Bright, Quiet Victorian",t,Excelsior,37.71889,-122.43467,45.00 ,1,Southern
4187,21345382,"Light-filled, spacious family home with parking",f,Noe Valley,37.75198,-122.43593,550.00 ,5,Southern
4188,21348008,Luxury Home in the Marina District,f,Marina,37.80526,-122.44342,305.00 ,4,North of Downtown
4189,21348642,"Life in SF, Bunk Bed in a Shared Room",f,Lakeshore,37.73178,-122.47455,45.00 ,1,Outside Lands
4190,21356103,Spacious Flat in the heart of Marina w/ parking,f,Marina,37.80158,-122.43626,300.00 ,6,North of Downtown
4191,21356783,Sholé:  A Modern Bernal Home,f,Bernal Heights,37.73826,-122.41693,220.00 ,1,Southern
4192,21370662,Spacious and Bright Studio with Separate Entrance,t,The Castro,37.76147,-122.43372,180.00 ,1,Western Addition
4193,21377089,"Luxurious Top-Rated NOPA Home with Garden, GARAGE",f,Western Addition/NOPA,37.77571,-122.4452,150.00 ,2,Western Addition
4194,21377843,1 BEDROOM NORTH BEACH CONDO,f,Telegraph Hill,37.79971,-122.40349,232.00 ,1,Downtown
4195,21378928,Private room in a centrally located sunny SF condo,t,Western Addition/NOPA,37.77981,-122.44076,150.00 ,1,Western Addition
4196,21380403,Garden apartment Close to Mission District & Bernal Heights,t,Bernal Heights,37.7459,-122.41275,275.00 ,2,Southern
4197,21382398,"Gorgeous, 2 Bed Master Retreat w Private Bath!",t,Inner Sunset,37.75369,-122.47419,100.00 ,2,Western Addition
4198,21382657,Spacious 2 BED/2 BATH in Cole Valley,f,Cole Valley,37.76394,-122.45115,142.00 ,1,Western Addition
4199,21385697,Private room & study with lots of space,t,Bayview,37.73422,-122.39186,59.00 ,1,Southern
4200,21396964,"Private room & bath, convenient",f,Oceanview,37.71544,-122.46205,69.00 ,1,Outside Lands
4201,21397277,A Little ‘70s Vibing in Mission Dolores Dream Spot,f,The Castro,37.75872,-122.42825,130.00 ,1,Western Addition
4202,21397422,Zen in Your Den - Mission Dolores One Bedroom,f,The Castro,37.75987,-122.42853,150.00 ,1,Western Addition
4203,21397537,One Bedroom with Beachy OC Feel in Mission Dolores,f,The Castro,37.76005,-122.43,145.00 ,1,Western Addition
4204,21397713,Afternoon Tea and Tiki Bar Right Next Door!,f,Nob Hill,37.79116,-122.40827,146.00 ,1,Downtown
4205,21397854,Relaxing Abode Awaits in the Heart of the Mission,f,Mission District,37.75937,-122.42172,150.00 ,1,Southern
4206,21398361,SF Studio in Great Location,t,SoMa,37.78116,-122.39984,121.00 ,1,Southern
4207,21398528,Iconic Victorian Architecture with City Views,t,Noe Valley,37.74097,-122.42896,475.00 ,1,Southern
4208,21399171,"New! Private ensuite, loft ceilings, heated floors",t,Noe Valley,37.75143,-122.43945,199.00 ,1,Southern
4209,21413104,Cozy/Convenient Downtown Studio!,f,Tenderloin,37.78413,-122.4152,79.00 ,1,Downtown
4210,21425660,Large Private Suite and Bedroom in SF,t,Visitacion Valley,37.7212,-122.40203,160.00 ,2,Southern
4211,21428690,private suite near Golden Gate Park ( Master ),f,Richmond District,37.77741,-122.48029,85.00 ,1,Outside Lands
4212,21429229,Cozy Lofted Bedroom in SF,f,Haight-Ashbury,37.76847,-122.43562,89.00 ,1,Western Addition
4213,21440528,Traditional Bungalow Style Home with Parking,t,Bernal Heights,37.74553,-122.41,175.00 ,2,Southern
4214,21448156,Large BR in Victorian condo w/ garden courtyard,t,Western Addition/NOPA,37.78424,-122.43647,90.00 ,1,Western Addition
4215,21449226,"Red Victorian - Private room, The Conservatory",f,Haight-Ashbury,37.76887,-122.45071,100.00 ,1,Western Addition
4216,21450077,Bright Remodeled Top Floor Studio in Downtown,f,Tenderloin,37.78638,-122.41463,88.00 ,1,Downtown
4217,21457958,Perfect family-friendly home for exploring SF,f,Sunnyside,37.74267,-122.45087,400.00 ,1,Western Addition
4218,21458837,"Stylish, Large 2BR in Russian Hill",f,Russian Hill,37.79728,-122.42035,300.00 ,4,North of Downtown
4219,21459964,Telegraph Hill/North Beach Condo Excellent Views,f,Telegraph Hill,37.80153,-122.40847,140.00 ,1,Downtown
4220,21461483,Cute Mission Bernal Room with Garden Courtyard,t,Bernal Heights,37.73829,-122.42371,79.00 ,1,Southern
4221,21464833,Modernized Victorian Flat in NOPA,t,Western Addition/NOPA,37.77618,-122.44192,185.00 ,1,Western Addition
4222,21472950,Bright Modern SOMA - View of Bay - Superb Location,f,SoMa,37.77746,-122.39244,150.00 ,2,Southern
4223,21475672,Bright and Hip Mission Studio!,f,Mission District,37.76402,-122.41698,85.00 ,1,Southern
4224,21476067,Entire flat in the heart of the Mission/Valencia!,t,Mission District,37.75908,-122.42233,350.00 ,2,Southern
4225,21478380,Cole Valley Apartment Steps from Golden Gate Park,t,Cole Valley,37.76733,-122.45024,250.00 ,2,Western Addition
4226,21478651,3 bedroom 1.5 bath condo close to everything,t,Noe Valley,37.74825,-122.42878,400.00 ,5,Southern
4227,21484566,Minimalist Mid-Century Flat in Bernal Heights,t,Bernal Heights,37.73922,-122.41727,175.00 ,2,Southern
4228,21485825,Mid Century Gem on the foothills of Twin Peaks,f,Twin Peaks,37.75493,-122.44976,475.00 ,1,Western Addition
4229,21486593,San Francisco Studio on the South Side of The City,f,Visitacion Valley,37.71329,-122.41399,90.00 ,2,Southern
4230,21488087,Ocean View Palace - Park/Beach/Train/Gigabit/Kings,f,Outer Sunset,37.75862,-122.4987,250.00 ,1,Southern
4231,21488120,Sunny 1BR in Hayes Valley by Sonder,f,Lower Haight,37.77028,-122.42719,162.00 ,2,Western Addition
4232,21489166,"Room#1 Private bedroom, super convenient location.",f,Mission Terrace,37.72721,-122.43303,95.00 ,1,Outside Lands
4233,21502035,One bedroom one bath in Laurel Hts/Presidio,f,Presidio Heights,37.78738,-122.4502,131.00 ,1,North of Downtown
4234,21503286,Charming  Beachy Room,f,Outer Sunset,37.75887,-122.48304,75.00 ,1,Southern
4235,21506418,"Modern Minimalist Design, Bernal Heights Flat for your Long Term needs!",f,Bernal Heights,37.74744,-122.412,250.00 ,2,Southern
4236,21514950,"Corporate Condo, Close To Everything,GG Park",f,Richmond District,37.78019,-122.47041,390.00 ,4,Outside Lands
4237,21526852,Stylish cozy space with private entrance,f,Mission District,37.75929,-122.41168,185.00 ,1,Southern
4238,21527554,Luxurious Victorian Flat On Alamo Square Park,f,Western Addition/NOPA,37.77769,-122.43654,350.00 ,2,Western Addition
4239,21529297,Beautiful 1-BR in Heart of SF nr Alamo Sq & Castro,t,Hayes Valley,37.77335,-122.42947,150.00 ,1,Western Addition
4240,21530578,Bright 2nd BR in Heart of SF nr Alamo Sq & Castro,t,Hayes Valley,37.77347,-122.43119,95.00 ,1,Western Addition
4241,21539315,Lovely Light-Filled Cole Valley Room w Garden View,f,Cole Valley,37.76704,-122.44887,250.00 ,1,Western Addition
4242,21539380,Luxe SF Room,f,Twin Peaks,37.75804,-122.45078,69.00 ,1,Western Addition
4243,21547967,Modern Cottage on Top of the Hill,t,Bernal Heights,37.7417,-122.41456,260.00 ,1,Southern
4244,21550910,Large spacious multi-level loft in South of Market,f,SoMa,37.77575,-122.4124,150.00 ,1,Southern
4245,21552181,Cozy Junior One Bedroom in Glen Park,t,Glen Park,37.7379,-122.42824,225.00 ,1,Southern
4246,21553107,Best value in San Francisco part deux!!,f,Russian Hill,37.79959,-122.42366,295.00 ,1,North of Downtown
4247,21555212,Red Victorian - Sun Bunk in shared Friends Room,f,Haight-Ashbury,37.76892,-122.44911,50.00 ,1,Western Addition
4248,21558062,"Hilltop Hideaway, Garage Parking,  and Kitchen",t,Inner Sunset,37.75254,-122.47,105.00 ,1,Western Addition
4249,21561734,Beautiful home w/ views near Cole Valley/Castro,f,The Castro,37.76149,-122.44595,230.00 ,1,Western Addition
4250,21561809,★Walk Score 90 & Parking★Patio★Laundry★Whole House,t,Mission Terrace,37.7219,-122.43966,447.00 ,8,Outside Lands
4251,21578559,Inn at the Opera Hotel Room,t,Western Addition/NOPA,37.77976,-122.42263,140.00 ,1,Western Addition
4252,21579309,Inn at the Opera Hotel Room*,t,Western Addition/NOPA,37.77788,-122.42252,140.00 ,1,Western Addition
4253,21581684,Chic 2 BR Apartment on Grant Avenue,f,Chinatown,37.79611,-122.40637,152.00 ,1,Downtown
4254,21581753,Modern jr 1BR with A/C in New Building,t,SoMa,37.77153,-122.40476,127.00 ,1,Southern
4255,21583195,Inn at the Opera Hotel Room,t,Western Addition/NOPA,37.77918,-122.42262,140.00 ,1,Western Addition
4256,21584555,Private and Spacious Room with En-suite Bathroom,t,Western Addition/NOPA,37.77782,-122.43038,133.00 ,2,Western Addition
4257,21588941,Bright home in Cortlandia,f,Bernal Heights,37.73577,-122.41505,250.00 ,4,Southern
4258,21591469,Comfy Room in a Relaxed House,t,Outer Sunset,37.75121,-122.47744,50.00 ,1,Southern
4259,21592081,Room(UCSF/USF/)-sink/sunny/fresh air/view,f,Cole Valley,37.76402,-122.45454,58.00 ,1,Western Addition
4260,21593904,Beautiful 2BR Near Lafayette Park,t,Pacific Heights,37.79069,-122.42548,184.00 ,1,North of Downtown
4261,21594483,Artist''s retreat across Golden Gate Park,t,Outer Sunset,37.76382,-122.49426,180.00 ,4,Southern
4262,21596397,Take it Easy on The Hill>>Lovely Patio+Garden,t,Potrero Hill,37.75655,-122.40267,110.00 ,1,Southern
4263,21597324,Newly Remodel Clean room w/ private bathroom,t,Crocker Amazon,37.7101,-122.4523,78.00 ,1,Southern
4264,21597747,Upscale private room in desired Nob Hill!,f,Nob Hill,37.79125,-122.4091,73.00 ,1,Downtown
4265,21610253,2BR Apartment near Iconic SF Hotspots,t,Nob Hill,37.79419,-122.41743,175.00 ,1,Downtown
4266,21610333,Awesome Bright Remodeled Downtown Studio!,f,Tenderloin,37.78407,-122.41652,86.00 ,1,Downtown
4267,21610572,Beautiful 2BR Apartment in San Francisco,t,Nob Hill,37.79172,-122.40759,209.00 ,1,Downtown
4268,21611340,Beautiful 1BR Apartment in San Francisco,t,Mission District,37.7524,-122.4135,143.00 ,1,Southern
4269,21612268,Beautiful Victorian Flat- Sunset Room,t,Lower Haight,37.77174,-122.43691,200.00 ,1,Western Addition
4270,21612906,"Spacious 1 bedroom, 1 bath in Mission District",f,Mission District,37.75123,-122.40965,120.00 ,2,Southern
4271,21619241,Two master sunny bedrooms in SOMA apartment,t,SoMa,37.77779,-122.41479,380.00 ,4,Southern
4272,21620847,Luxury Designer SoMa 2BR2BA!,f,SoMa,37.77573,-122.40826,399.00 ,1,Southern
4273,21623314,Moscone Center Downtown SoMa Union Square,t,SoMa,37.78305,-122.3985,199.00 ,1,Southern
4274,21623317,Cozy Remodeled Downtown Studio,f,Tenderloin,37.78486,-122.41609,82.00 ,1,Downtown
4275,21624876,"Luxury building, amazing views",f,South Beach,37.78707,-122.39303,85.00 ,1,Southern
4276,21625713,Private 1 bed+bath near SFSU & MUNI to DWTN,t,Lakeshore,37.72848,-122.47301,120.00 ,1,Outside Lands
4277,21629749,"Oceanview Gem - near BART, MUNI, SFO, Beaches",f,Oceanview,37.71783,-122.45529,150.00 ,2,Outside Lands
4278,21632344,Homey Private Room 1BA/1BR (A),f,Visitacion Valley,37.71411,-122.40728,60.00 ,2,Southern
4279,21632686,Renovated 1x1 in Heart of SF - Convenience!,f,Tenderloin,37.78483,-122.4166,99.00 ,1,Downtown
4280,21634930,1BR in large 3BR/2BA house (Western Addition),f,Western Addition/NOPA,37.78291,-122.43097,100.00 ,1,Western Addition
4281,21635395,Cozy and quiet studio in charming Russian Hill,f,Nob Hill,37.79526,-122.41765,72.00 ,1,Downtown
4282,21636740,Family Friendly House Near Golden Gate Park,f,Inner Sunset,37.75263,-122.46823,400.00 ,1,Western Addition
4283,21644424,Private bedroom near Polk Street,t,Nob Hill,37.79256,-122.41973,68.00 ,1,Downtown
4284,21645603,"Quiet, Spacious, Sunny Home-Share in Mission Dist",f,Mission District,37.76285,-122.42067,299.00 ,1,Southern
4285,21646993,Stylish Victorian Gem in the Heart of SF with Deck,t,The Castro,37.76087,-122.43783,300.00 ,1,Western Addition
4286,21648122,Charming San Francisco Home; close to Bart,f,Glen Park,37.73741,-122.43549,219.00 ,6,Southern
4287,21648377,"4 BDR Victorian w/ 2 Kitchens, View and Yard",t,Excelsior,37.71987,-122.43627,600.00 ,8,Southern
4288,21648525,Classic Cole Valley Home with Fireplace & Deck,t,Haight-Ashbury,37.76905,-122.44848,399.00 ,1,Western Addition
4289,21648684,Peaceful Place of Portola,f,Bayview,37.73066,-122.39671,111.00 ,4,Southern
4290,21648804,Studio in Cow Hollow / Marina,f,Pacific Heights,37.79689,-122.43037,150.00 ,1,North of Downtown
4291,21650740,Bagan - Spacious & Comfortable Zen Retreat,t,Inner Sunset,37.74276,-122.47416,135.00 ,2,Western Addition
4292,21665665,Home Away From Home Too! Room #1,f,Bayview,37.72744,-122.38658,47.00 ,1,Southern
4293,21674820,"2 BR, 1 BA cozy apartment in the Sunny Mission",f,Mission District,37.75789,-122.40876,150.00 ,4,Southern
4294,21679018,Eclectic midcentury/modern private home with views,t,Bernal Heights,37.73513,-122.41414,150.00 ,2,Southern
4295,21679288,Modern Boutique Hotel Near Downtown,f,Chinatown,37.79149,-122.40637,"1,000.00 ",1,Downtown
4296,21681278,Modern San Francisco Edwardian Charm,t,Oceanview,37.7165,-122.45914,95.00 ,1,Outside Lands
4297,21682128,Convenient Studio Steps from Union Square!,f,Tenderloin,37.78596,-122.41121,78.00 ,1,Downtown
4298,21684684,3BR HOUSE at Haight-Ashbury/Golden Gate Park,f,Cole Valley,37.76424,-122.45378,280.00 ,1,Western Addition
4299,21694543,Small room with full-size bed   (yellow),f,Oceanview,37.71597,-122.46728,35.00 ,1,Outside Lands
4300,21694548,Month to Month Sunny Flat in Haight-Ashbury Flat,f,Cole Valley,37.76499,-122.45466,225.00 ,2,Western Addition
4301,21694775,Precita Park - private room & bath - 91 walkscore!,t,Bernal Heights,37.74542,-122.41495,100.00 ,1,Southern
4302,21699731,Family Getaway City Center Victorian,t,Duboce Triangle,37.7684,-122.43245,349.00 ,1,Western Addition
4303,21714947,SF downtown apartment with 4 bedrooms,f,Downtown,37.78716,-122.41383,249.00 ,1,Downtown
4304,21726571,Bright Downtown SF Studio w/ Views!,f,Tenderloin,37.78416,-122.41577,86.00 ,1,Downtown
4305,21727562,250 Sq Ft Cozy Private Bedroom by Ocean Beach,f,Richmond District,37.7791,-122.49559,80.00 ,3,Outside Lands
4306,21728615,Convenient/Remodeled Union Square Studio!,f,Tenderloin,37.78435,-122.41011,75.00 ,1,Downtown
4307,21729398,Charming 130 Sq foot Private room near Ocean Beach,f,Richmond District,37.77879,-122.49722,65.00 ,1,Outside Lands
4308,21730409,1st Floor Nice & Quiet 100 sq ft Private room,f,Richmond District,37.7791,-122.49712,50.00 ,1,Outside Lands
4309,21730505,140 Sq Ft Perfectly located close to Ocean Beach,f,Richmond District,37.77874,-122.49638,65.00 ,1,Outside Lands
4310,21730649,180 Sq Ft Gorgeous furnished Private room,f,Richmond District,37.77881,-122.49542,70.00 ,1,Outside Lands
4311,21731528,Room #A: spacious room in a convenient location,f,Mission Terrace,37.72624,-122.43435,150.00 ,2,Outside Lands
4312,21735431,Tons of Charm at this Nob Hill Studio,f,Nob Hill,37.7945,-122.41252,124.00 ,1,Downtown
4313,21735502,Studio Plus like art gallery! Caltrain and Muni!,f,Dogpatch,37.75571,-122.38784,70.00 ,1,Southern
4314,21737296,Beautiful 3BR Apartment in San Francisco,t,Mission District,37.75412,-122.40853,234.00 ,1,Southern
4315,21739157,Beautiful Junior One Bedroom near Caltrain,t,South Beach,37.78176,-122.38936,150.00 ,1,Southern
4316,21739662,Remodeled Studio Near Union Square!,f,Tenderloin,37.78593,-122.41485,80.00 ,1,Downtown
4317,21739935,Remodeled Light-Filled Studio Near Union Square!,f,Tenderloin,37.78553,-122.41611,82.00 ,1,Downtown
4318,21745759,Sunset home near beach and park (private room A),t,Outer Sunset,37.75544,-122.50302,100.00 ,1,Southern
4319,21745893,Sunset home near beach and park (private room B),t,Outer Sunset,37.75421,-122.50183,100.00 ,1,Southern
4320,21763555,Charming & Spacious full 1 BR for Great SF Stay,f,Nob Hill,37.79271,-122.41893,110.00 ,1,Downtown
4321,21766603,Shabby Chic By the Beach - SF Sutro Lands End Area,t,Richmond District,37.77823,-122.5036,259.00 ,2,Outside Lands
4322,21766847,Great Room in Perfect Location,t,The Castro,37.76039,-122.42877,100.00 ,1,Western Addition
4323,21772378,Victorian House in Sunny Neighborhood,t,Bernal Heights,37.74656,-122.4093,650.00 ,5,Southern
4324,21773376,SF Nice Victorian #3,f,Western Addition/NOPA,37.78176,-122.43993,55.00 ,1,Western Addition
4325,21783775,3BR Apartment in Heart of Mission,t,Mission District,37.75189,-122.41377,247.00 ,1,Southern
4326,21783949,3 Bedroom in Fun Neighborhood,t,Mission District,37.75402,-122.4138,240.00 ,1,Southern
4327,21784407,Residential hotel near Union Square SF room#8,f,Downtown,37.78829,-122.41114,130.00 ,1,Downtown
4328,21785138,Residential hotel near Union Square SF room#1,f,Downtown,37.78702,-122.41097,122.00 ,1,Downtown
4329,21785328,Residential hotel near Union Square SF room#7,f,Downtown,37.78711,-122.41303,130.00 ,1,Downtown
4330,21786000,Amazing 3 bedroom in Nopa,f,Western Addition/NOPA,37.77463,-122.4368,595.00 ,1,Western Addition
4331,21786174,Downtown Studio w/ Comforts of Home!,f,Tenderloin,37.78578,-122.41061,75.00 ,1,Downtown
4332,21786546,Private Room Near Golden Gate Park ( Room A ),f,Richmond District,37.77765,-122.47908,70.00 ,1,Outside Lands
4333,21790140,~NEW~ Cozy bedroom in Central SF Apartment,f,Downtown,37.78895,-122.41397,99.00 ,1,Downtown
4334,21790309,"~NEW~Bright, Private Bedroom in Lower Nob Hill Apt",f,Downtown,37.78945,-122.41488,99.00 ,1,Downtown
4335,21797946,Contemporary Comfortable Hayes Valley Penthouse,f,Lower Haight,37.77308,-122.4311,299.00 ,3,Western Addition
4336,21798246,Charming Downtown Studio - Taylor Suites,f,Tenderloin,37.78449,-122.41166,78.00 ,1,Downtown
4337,21799501,Cozy SF Lakeshore Home with Lake Merced View,f,Lakeshore,37.73109,-122.49103,200.00 ,1,Outside Lands
4338,21799941,"Sunny, private apartment near Hayes Valley",f,Western Addition/NOPA,37.77517,-122.43062,200.00 ,1,Western Addition
4339,21804276,Relaxing and Comfortable Home Away From Home,t,Portola,37.7284,-122.41883,81.00 ,1,Southern
4340,21812815,Cute & Private Suite Steps to Golden Gate Park!,f,Richmond District,37.77346,-122.4802,95.00 ,2,Outside Lands
4341,21813189,Cozy Marina Apt with Large Private Backyard,f,Marina,37.80118,-122.43704,130.00 ,3,North of Downtown
4342,21817055,New! Beautiful Master Suite with Huge Private Bath,t,Inner Sunset,37.75421,-122.47595,100.00 ,2,Western Addition
4343,21827349,Charming 1 bedroom enjoy staying in Laurel Heights,f,Presidio Heights,37.78735,-122.45028,124.00 ,1,North of Downtown
4344,21827805,Sleek 1BR in Rincon Hill by Sonder,f,SoMa,37.78929,-122.39434,202.00 ,2,Southern
4345,21836601,"Hidden Hideaway, quick Street Car ride to Downtown, UCSF, or St Lukes, between Duboce Park & Castro",f,Duboce Triangle,37.76755,-122.4313,175.00 ,2,Western Addition
4346,21837830,"Spacious Suite w/ Private Entry, View",t,Inner Sunset,37.7491,-122.46782,125.00 ,2,Western Addition
4347,21847778,"Designer Space in Sunny, Walkable Mission District",t,Mission District,37.75405,-122.40985,120.00 ,2,Southern
4348,21863110,Cozy Bedroom,t,Bernal Heights,37.73495,-122.41557,99.00 ,1,Southern
4349,21866860,"Private Suite, Bath & Entry in Noe Valley/Mission",t,Noe Valley,37.75091,-122.42328,99.00 ,1,Southern
4350,21868817,Modern 1 Bedroom in Best Neighborhood in SF!,f,Marina,37.80236,-122.4259,200.00 ,1,North of Downtown
4351,21878322,2 Bedroom in Colorful Castro Apartment,t,The Castro,37.76066,-122.43628,258.00 ,1,Western Addition
4352,21880287,Room in art-filled Mission District Victorian Home,t,Mission District,37.75422,-122.41672,98.00 ,1,Southern
4353,21885572,Sunny ☀️ Open Design ☀️ Parking ☀️ 20Min Downtown!,t,Crocker Amazon,37.71884,-122.44465,290.00 ,6,Southern
4354,21909473,Modern Studio Noe Valley+Mission. Sweet location!,t,Noe Valley,37.75319,-122.42501,210.00 ,1,Southern
4355,21911065,Best Comfy Cozy Private Master Suite in Twin Peaks,t,Twin Peaks,37.74719,-122.44654,200.00 ,2,Western Addition
4356,21919621,Studio at the Donatello near Union Square,t,Downtown,37.78811,-122.40941,210.00 ,1,Downtown
4357,21923195,The Oasis: Mid Century Noe Valley VIEW Suite+Deck,t,Noe Valley,37.74882,-122.44346,199.00 ,1,Southern
4358,21924375,1 bedroom + own bathroom in charming Castro apt.,t,The Castro,37.76056,-122.43957,61.00 ,1,Western Addition
4359,21928146,SF Lovely Victorian # 4,f,Western Addition/NOPA,37.78172,-122.43861,55.00 ,1,Western Addition
4360,21928413,Relax in Luxury: Private SoMa BD/BA (NEW),t,SoMa,37.77255,-122.40532,80.00 ,2,Southern
4361,21935870,Spacious Upscale Suite in Superb Location,t,Telegraph Hill,37.80213,-122.40886,250.00 ,2,Downtown
4362,21960180,Gorgeous Presidio Heights Home,f,Presidio Heights,37.7916,-122.44792,500.00 ,1,North of Downtown
4363,21964157,Wing of San Francisco(旧金山之翼)2 Rooms for 1–5people,t,Bayview,37.72083,-122.39451,179.00 ,4,Southern
4364,21966135,Modern room + private bath in SOMA,t,SoMa,37.77768,-122.40394,175.00 ,1,Southern
4365,21966303,Charming Edwardian Studio in the Mission,f,Mission District,37.75242,-122.42283,93.00 ,1,Southern
4366,21966629,QUIET COZY NOE VALLEY FLAT,f,Noe Valley,37.74613,-122.42892,150.00 ,2,Southern
4367,21974808,Upscale Private Ensuite Bed & Bath in Nob Hill,t,Nob Hill,37.79484,-122.41062,79.00 ,1,Downtown
4368,21975025,Pacific Heights - 1908 Edwardian,f,Pacific Heights,37.7877,-122.44395,500.00 ,1,North of Downtown
4369,21979517,Featured SF Dream Home | 3 Bedroom home with Views,t,The Castro,37.75722,-122.4393,523.00 ,6,Western Addition
4370,21981639,Furn 3 Bdrm 2 Ba W/D Deck/Yard UTILITIES PETS OK,f,Outer Sunset,37.76306,-122.50435,167.00 ,1,Southern
4371,21985129,Private Room with Patio Views in Portola District,t,Portola,37.73168,-122.41345,85.00 ,1,Southern
4372,21995426,Private Room near GG park & Ocean Beach,f,Outer Sunset,37.7621,-122.48569,70.00 ,1,Southern
4373,21997273,rest is best,f,Sunnyside,37.74149,-122.45048,100.00 ,1,Western Addition
4374,21999656,Amazing City View House (Full House),t,Portola,37.72183,-122.40805,400.00 ,8,Southern
4375,22001836,Cozy Studio Unit in Russian Hill,f,Russian Hill,37.80193,-122.42292,90.00 ,1,North of Downtown
4376,22002809,"2354 - Private Room @ Daly City BART, Freeway, SFO",f,Crocker Amazon,37.70924,-122.46198,65.00 ,1,Southern
4377,22003066,RENOVATED SUNNY HIGH END SOMA DUPLEX NEAR MOSCONE,t,SoMa,37.77603,-122.40642,670.00 ,4,Southern
4378,22011446,Wyndham Canterbury at San Francisco 1 bedroom,t,Downtown,37.78848,-122.41178,229.00 ,1,Downtown
4379,22015376,Huge 2BD/2BA Apartment in Heart of The Castro,t,The Castro,37.75944,-122.43414,300.00 ,1,Western Addition
4380,22015435,"2bdrm, quiet, elegant apartment in cutest ''hood",t,Western Addition/NOPA,37.77554,-122.42916,160.00 ,4,Western Addition
4381,22016476,Mission Apartment near Valencia,f,Mission District,37.74834,-122.41938,95.00 ,2,Southern
4382,22016717,Elegant Tudor Style 1x1 in  Mission/Dolores,f,Noe Valley,37.75393,-122.42399,114.00 ,1,Southern
4383,22022641,Charming Apartment in Noe Valley,f,Noe Valley,37.75273,-122.42535,140.00 ,1,Southern
4384,22032195,Castro Central,f,The Castro,37.76381,-122.43626,135.00 ,1,Western Addition
4385,22032410,Ocean Beach Vista,f,Richmond District,37.77564,-122.50765,115.00 ,1,Outside Lands
4386,22032438,Civic Center Vista,f,Alamo Square,37.77558,-122.43278,150.00 ,1,Western Addition
4387,22032808,Pacific Studio South,f,Pacific Heights,37.79175,-122.43479,90.00 ,1,North of Downtown
4388,22032836,Pacific Studio North,f,Pacific Heights,37.79143,-122.43567,90.00 ,1,North of Downtown
4389,22033453,"Noe Valley 5-Star Home- 2 BD, 2 BA, great location",t,Noe Valley,37.75406,-122.43838,331.00 ,1,Southern
4390,22047367,Bright/Remodeled Downtown Studio!,f,Tenderloin,37.78541,-122.41499,79.00 ,1,Downtown
4391,22048292,Light-Filled Spacious Downtown Studio,f,Tenderloin,37.78393,-122.41125,78.00 ,1,Downtown
4392,22061342,Modern 3 bedroom flat on prime block,f,Bernal Heights,37.7429,-122.42243,200.00 ,1,Southern
4393,22066724,Sunny Luxury 3/2.5 Home w/Rooftop+Amazing Location,f,Mission District,37.76747,-122.4233,479.00 ,1,Southern
4394,22067613,1 BR in SF,f,Pacific Heights,37.78946,-122.443,225.00 ,1,North of Downtown
4395,22080836,"Modern, light studio near UCSF & GG Park",f,Inner Sunset,37.75897,-122.46513,80.00 ,1,Western Addition
4396,22104228,❤️ of San Francisco | Close to Everything,f,Downtown,37.78765,-122.41901,89.00 ,1,Downtown
4397,22104756,Spacious and Comfy 1 BR in Russian Hill,f,Nob Hill,37.79547,-122.4174,88.00 ,1,Downtown
4398,22106740,1 bedroom in sunny/large 2bd Mission Apartment,f,Mission District,37.7551,-122.40598,70.00 ,1,Southern
4399,22108513,3BR Family Home - Golden Gate Park & Restaurants,t,Richmond District,37.77848,-122.46355,339.00 ,6,Outside Lands
4400,22110217,★ Gorgeous California Hideout ★ In Hot New Bayview,f,Bayview,37.73354,-122.38858,120.00 ,4,Southern
4401,22123424,Beautiful 2BR Condominium in San Francisco,t,SoMa,37.77548,-122.40716,183.00 ,1,Southern
4402,22140977,Huge Edwardian Farmhouse in Inner Sunset,t,Inner Sunset,37.75414,-122.47598,350.00 ,4,Western Addition
4403,22147017,Cole Valley Casa shared 2 bedrooms,t,Cole Valley,37.76469,-122.44863,350.00 ,1,Western Addition
